"MCHR1_HUMAN","SO","red"
"MCHR2_HUMAN","SO","red"
"NPBW1_HUMAN","SO","red"
"NPBW2_HUMAN","SO","red"
"OPRD_HUMAN","SO","red"
"OPRK_HUMAN","SO","red"
"OPRM_HUMAN","SO","red"
"OPRX_HUMAN","SO","red"
"SSR1_HUMAN","SO","red"
"SSR2_HUMAN","SO","red"
"SSR3_HUMAN","SO","red"
"SSR4_HUMAN","SO","red"
"SSR5_HUMAN","SO","red"
"UR2R_HUMAN","SO","red"
"AGTR1_HUMAN","CHEM","blue"
"AGTR2_HUMAN","CHEM","blue"
"APJ_HUMAN","CHEM","blue"
"BKRB1_HUMAN","CHEM","blue"
"BKRB2_HUMAN","CHEM","blue"
"C3AR_HUMAN","CHEM","blue"
"C5AR_HUMAN","CHEM","blue"
"C5ARL_HUMAN","CHEM","blue"
"CCBP2_HUMAN","CHEM","blue"
"CCR1_HUMAN","CHEM","blue"
"CCR10_HUMAN","CHEM","blue"
"CCR2_HUMAN","CHEM","blue"
"CCR3_HUMAN","CHEM","blue"
"CCR4_HUMAN","CHEM","blue"
"CCR5_HUMAN","CHEM","blue"
"CCR6_HUMAN","CHEM","blue"
"CCR7_HUMAN","CHEM","blue"
"CCR8_HUMAN","CHEM","blue"
"CCR9_HUMAN","CHEM","blue"
"CCRL1_HUMAN","CHEM","blue"
"CCRL2_HUMAN","CHEM","blue"
"CML1_HUMAN","CHEM","blue"
"CX3C1_HUMAN","CHEM","blue"
"CXCR1_HUMAN","CHEM","blue"
"CXCR2_HUMAN","CHEM","blue"
"CXCR3_HUMAN","CHEM","blue"
"CXCR4_HUMAN","CHEM","blue"
"CXCR5_HUMAN","CHEM","blue"
"CXCR6_HUMAN","CHEM","blue"
"CXCR7_HUMAN","CHEM","blue"
"FPR1_HUMAN","CHEM","blue"
"FPR2_HUMAN","CHEM","blue"
"FPR3_HUMAN","CHEM","blue"
"GP152_HUMAN","CHEM","blue"
"GP182_HUMAN","CHEM","blue"
"GPR1_HUMAN","CHEM","blue"
"GPR15_HUMAN","CHEM","blue"
"GPR25_HUMAN","CHEM","blue"
"GPR32_HUMAN","CHEM","blue"
"GPR33_HUMAN","CHEM","blue"
"GPR44_HUMAN","CHEM","blue"
"LT4R1_HUMAN","CHEM","blue"
"LT4R2_HUMAN","CHEM","blue"
"RL3R1_HUMAN","CHEM","blue"
"RL3R2_HUMAN","CHEM","blue"
"XCR1_HUMAN","CHEM","blue"
"GPER_HUMAN","CHEM","blue"
"CLTR1_HUMAN","PUR","green"
"CLTR2_HUMAN","PUR","green"
"FFAR1_HUMAN","PUR","green"
"FFAR2_HUMAN","PUR","green"
"FFAR3_HUMAN","PUR","green"
"GP132_HUMAN","PUR","green"
"GP141_HUMAN","PUR","green"
"GP171_HUMAN","PUR","green"
"GP174_HUMAN","PUR","green"
"GP183_HUMAN","PUR","green"
"GPR17_HUMAN","PUR","green"
"GPR18_HUMAN","PUR","green"
"GPR20_HUMAN","PUR","green"
"GPR31_HUMAN","PUR","green"
"GPR34_HUMAN","PUR","green"
"GPR35_HUMAN","PUR","green"
"GPR4_HUMAN","PUR","green"
"GPR55_HUMAN","PUR","green"
"GPR81_HUMAN","PUR","green"
"GPR82_HUMAN","PUR","green"
"GPR87_HUMAN","PUR","green"
"LPAR4_HUMAN","PUR","green"
"LPAR5_HUMAN","PUR","green"
"NIAR1_HUMAN","PUR","green"
"OGR1_HUMAN","PUR","green"
"OXER1_HUMAN","PUR","green"
"OXGR1_HUMAN","PUR","green"
"P2RY1_HUMAN","PUR","green"
"P2RY2_HUMAN","PUR","green"
"P2RY4_HUMAN","PUR","green"
"P2RY5_HUMAN","PUR","green"
"P2RY6_HUMAN","PUR","green"
"P2RY8_HUMAN","PUR","green"
